id|url|date|renderedContent|hashtags|replyCount|retweetCount|likeCount
1610618924256690177|https://twitter.com/mozarros1/status/1610618924256690177|2023-01-04 12:47:30+00:00|@thethiagoturn After Pride and Prejudice/Picture of Dorian grey,, might have to check on earth we’re briefly gorgeous, the quotes are moving and the title is incr||1|0|1
1610477058139774978|https://twitter.com/grantairebf/status/1610477058139774978|2023-01-04 03:23:46+00:00|i'm almost done listening to the picture of dorian grey audio book and i'm not gonna lie. i do not like it. like it's beautiful prose but it's kind of boring and the antisemitism kills it for me.||0|0|2
1610475593321287680|https://twitter.com/AntonVonClouse/status/1610475593321287680|2023-01-04 03:17:57+00:00|@Godsgirl77777 Stolen Life is great. The Picture of Dorian Grey. Seven Year Itch ..,||0|0|2
1610455186207813632|https://twitter.com/pushedprecipice/status/1610455186207813632|2023-01-04 01:56:51+00:00|@Zaarslibrary two. one nancy drew &amp; the picture of dorian grey :)||0|0|1
1610421566227243008|https://twitter.com/carissa_fay/status/1610421566227243008|2023-01-03 23:43:16+00:00|4 of 5 stars to The Picture of Dorian Grey by Oscar Wilde goodreads.com/review/show/52…||0|0|0
1610330449108148226|https://twitter.com/austintgoodwin/status/1610330449108148226|2023-01-03 17:41:12+00:00|"@AlpacaAurelius Starting The Picture of Dorian Grey next…

Brave New World and Notes from the Underground are two of my favorites"||2|1|9
1610326142875205632|https://twitter.com/umbrellacafe/status/1610326142875205632|2023-01-03 17:24:05+00:00|@AuthorGoodwin Tried to read the picture of Dorian Grey but the writing style was too old-fashioned for me and I couldn't get into it||0|0|0
1610065608997060608|https://twitter.com/Daeron_dreamer/status/1610065608997060608|2023-01-03 00:08:49+00:00|The picture of Dorian Grey||0|0|0
1610051186476081152|https://twitter.com/honeynutt_/status/1610051186476081152|2023-01-02 23:11:30+00:00|@ofhiddenthings currently reading mexican gothic and got The Picture of Dorian Grey, The Hunchback of Notre-Dame, and The Fall of the House of Usher and Other Tales||0|0|1
1610017742874189826|https://twitter.com/AndrewRRockStar/status/1610017742874189826|2023-01-02 20:58:37+00:00|"Top 10 Books I Read In 2022:

1.Three-Body Problem 
2.Dowry of Blood 
3.The Stand
4.The Southern Book Club’s Guide to Slaying Vampires 
5.Consumed 
6.Saga 
7.Fazbear Frights #3
8.King Leopold’s Ghost
9.The Picture of Dorian Grey 
10.Supermega Saves The Troops"||1|0|0
1610015146646163458|https://twitter.com/galactibabe/status/1610015146646163458|2023-01-02 20:48:18+00:00|@secondospiss Surprisingly no Wilde on the list! Picture of Dorian Grey is on my shelf tho, it’s fantastic||0|0|1
1610006736613646340|https://twitter.com/brenkjm/status/1610006736613646340|2023-01-02 20:14:53+00:00|Short books — e.g. Siddharta, The Stranger on this list — are also a good shout. Also recommend Heart of Darkness, Picture of Dorian Grey, Breakfast at Tiffany’s, Bonjour Tristesse, Death of a Salesman, Wide Sargasso Sea, Lord of the Flies||1|0|0
1609957014356258817|https://twitter.com/nihonggyu/status/1609957014356258817|2023-01-02 16:57:18+00:00|hi mx rily baka may recos po kayo psych thriller books or any genre will do been on a reading slump since oct las… — any genre hmm if we were villains, the book thief, picture of dorian grey, strange case of dr jekyll and mr hyde … curiouscat.me/chandarating/p…||1|0|4
1609898305353584641|https://twitter.com/Iisaholic/status/1609898305353584641|2023-01-02 13:04:01+00:00|@jinrigirI also for classics, you HAVE TO read 'The Picture Of Dorian Grey'||0|0|1
1609869687650934784|https://twitter.com/sacarlin48/status/1609869687650934784|2023-01-02 11:10:18+00:00|"@erfbeeass I'd go to see Eryn Jean Norville in ""The Picture of Dorian Grey"" by Oscar Wilde. She played  26 characters for 2 hours. Sometimes 5 Eryn characters on stage. This is a feat of acting brilliance, with insanely accurate choreography &amp; cutting-edge live film technology. Stunning"||0|0|1
1609625757877407745|https://twitter.com/meganafterdark/status/1609625757877407745|2023-01-01 19:01:00+00:00|"new year, new moots
not new to #booktwt but I'm looking for more people to interact with

im megan, 19 years old and here are my favourite books :)

books
- the picture of dorian grey 
- the song of achilles 
- normal people
- the folk of air series
- the yellow wallpaper https://t.co/yFVoavqvdc"|'booktwt'|6|0|63
1609561706866544648|https://twitter.com/cutiepieyuji/status/1609561706866544648|2023-01-01 14:46:29+00:00|Milord wants to finish The Picture of Dorian Grey so he is planning to do the streams for it in the morning and he might do it on Wednesdays (this might change ofc) #VoxPopuLIVE|'VoxPopuLIVE'|0|3|12
1609486738342248450|https://twitter.com/dana_nalugo/status/1609486738342248450|2023-01-01 09:48:35+00:00|The picture of Dorian Grey by Oscar Wilde. twitter.com/michaelinioluw…||0|3|13
1609469975890198528|https://twitter.com/wilthijawulfas/status/1609469975890198528|2023-01-01 08:41:59+00:00|"Journey to the Centre of the Earth
20,000 Leagues Under the Sea
The Phoenix and the Carpet
The Three Musketeers
Journey to the Centre of the Earth
Lost World
Greyfriars Bobby
Around the World in Eighty Days
Aesop’s Fables
The Arabian Nights
Moby-Dick
The Picture of Dorian Grey"||2|0|1
1609418778022154241|https://twitter.com/kenzieig1/status/1609418778022154241|2023-01-01 05:18:32+00:00|book probably has to be the picture of dorian grey, and fanfic is definitely crimson rivers and ahb twitter.com/91FIN3LINE/sta…||0|0|0
1609326052949606406|https://twitter.com/AaronIrber/status/1609326052949606406|2022-12-31 23:10:05+00:00|"DC The New Frontier - Darwyn Cooke

The Picture of Dorian Grey - Oscar Wilde

The Complete Wandering Ghosts - F Marion Crawford

Supernatural Horror in Literature - Lovecraft 

The Anubis Gates - Tim Powers

Egyptian Mythology - Geraldine Pinch"||1|0|5
1609154561901469698|https://twitter.com/vcrosby1974/status/1609154561901469698|2022-12-31 11:48:38+00:00|@LucyPearce13 @emreadsthebooks @emmavardy2 The Broken Kingdom series, anything by Holly Black, maybe some classics- Picture of Dorian Grey? Remains of the Day? Prozac Nation?||2|0|2
1608995045792960514|https://twitter.com/YumeCeleste/status/1608995045792960514|2022-12-31 01:14:47+00:00|"BEST BOOKS I READ IN 2022

1- CIEN AÑOS DE SOLEDAD
2- CRIME AND PUNISHMENT
3- INVISIBLE CITIES
4- FICCIONES
5- THE PICTURE OF DORIAN GREY https://t.co/HhSq3aYbvB"||1|0|0
